2026-01-03 07:21:26,613 p=94759 u=dgoldgar n=ansible ERROR| [ERROR]: Unable to read source file (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml): [Errno 2] No such file or directory: '/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml'
2026-01-05 08:36:07,418 p=67927 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:36:07,422 p=67927 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:36:07,977 p=67927 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:07,979 p=67927 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:36:08,500 p=67927 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:08,503 p=67927 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:36:08,503 p=67927 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:08,504 p=67927 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:36:08,504 p=67927 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:08,505 p=67927 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:36:08,505 p=67927 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:08,505 p=67927 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:36:08,506 p=67927 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:08,506 p=67927 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:36:08,506 p=67927 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:08,507 p=67927 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:36:08,507 p=67927 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:36:11,060 p=68047 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:36:11,082 p=68047 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:36:11,744 p=68047 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:11,747 p=68047 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:36:11,757 p=68047 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:36:11,764 p=68047 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:36:12,118 p=68047 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:36:12,122 p=68047 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:36:12,126 p=68047 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:36:12,672 p=68047 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:12,675 p=68047 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:36:13,178 p=68047 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:13,181 p=68047 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:36:13,182 p=68047 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:13,182 p=68047 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:36:13,182 p=68047 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:13,183 p=68047 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:36:13,183 p=68047 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:13,183 p=68047 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:36:13,184 p=68047 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:13,184 p=68047 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:36:13,184 p=68047 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:36:13,185 p=68047 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:36:13,185 p=68047 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:36:15,739 p=68155 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:36:15,763 p=68155 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:36:16,439 p=68155 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:36:16,442 p=68155 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:36:16,453 p=68155 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:39:51,220 p=69247 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:39:51,243 p=69247 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:39:51,924 p=69247 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:39:56,375 p=69295 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:39:56,399 p=69295 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:39:57,053 p=69295 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:16,915 p=69405 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:40:16,940 p=69405 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:40:18,628 p=69405 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:22,048 p=69448 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:40:22,072 p=69448 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:40:22,716 p=69448 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:43,594 p=69584 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:40:43,619 p=69584 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:40:44,290 p=69584 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:48,750 p=69627 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:40:48,774 p=69627 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:40:49,408 p=69627 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:49,410 p=69627 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:40:49,420 p=69627 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:40:49,423 p=69627 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:40:49,782 p=69627 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:40:49,786 p=69627 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:40:49,790 p=69627 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:40:50,338 p=69627 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:50,341 p=69627 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:40:50,858 p=69627 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:50,861 p=69627 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:40:50,861 p=69627 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:50,862 p=69627 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:40:50,862 p=69627 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:50,863 p=69627 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:40:50,863 p=69627 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:50,864 p=69627 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:40:50,864 p=69627 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:50,864 p=69627 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:40:50,865 p=69627 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:50,865 p=69627 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:40:50,865 p=69627 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:40:51,382 p=69737 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:40:51,405 p=69737 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:40:52,085 p=69737 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:52,087 p=69737 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:40:52,097 p=69737 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:40:52,100 p=69737 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:40:52,450 p=69737 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:40:52,453 p=69737 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:40:52,457 p=69737 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:40:52,976 p=69737 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:52,979 p=69737 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:40:53,485 p=69737 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:40:53,489 p=69737 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:40:53,489 p=69737 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:53,489 p=69737 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:40:53,490 p=69737 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:53,490 p=69737 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:40:53,490 p=69737 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:53,491 p=69737 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:40:53,491 p=69737 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:53,491 p=69737 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:40:53,492 p=69737 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:40:53,492 p=69737 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:40:53,492 p=69737 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:41:48,593 p=70111 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:41:48,614 p=70111 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:41:51,391 p=70111 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:51,394 p=70111 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:41:51,405 p=70111 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:41:51,408 p=70111 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:41:51,772 p=70111 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:41:51,776 p=70111 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:41:51,781 p=70111 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:41:52,321 p=70111 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:52,324 p=70111 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:41:52,817 p=70111 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:52,821 p=70111 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:41:52,821 p=70111 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:52,822 p=70111 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:41:52,822 p=70111 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:52,822 p=70111 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:41:52,823 p=70111 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:52,823 p=70111 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:41:52,823 p=70111 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:52,824 p=70111 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:41:52,824 p=70111 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:52,824 p=70111 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:41:52,824 p=70111 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:41:55,349 p=70235 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:41:55,372 p=70235 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:41:57,090 p=70235 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:57,093 p=70235 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:41:57,103 p=70235 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:41:57,105 p=70235 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:41:57,476 p=70235 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:41:57,481 p=70235 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:41:57,485 p=70235 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:41:58,030 p=70235 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:58,033 p=70235 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:41:58,537 p=70235 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:41:58,541 p=70235 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:41:58,541 p=70235 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:58,542 p=70235 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:41:58,542 p=70235 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:58,543 p=70235 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:41:58,543 p=70235 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:58,544 p=70235 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:41:58,545 p=70235 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:58,545 p=70235 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:41:58,545 p=70235 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:41:58,546 p=70235 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:41:58,546 p=70235 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:42:42,435 p=70522 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:42:42,457 p=70522 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:42:43,072 p=70522 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:43,074 p=70522 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:42:43,083 p=70522 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:42:43,086 p=70522 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:42:43,431 p=70522 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:42:43,435 p=70522 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:42:43,440 p=70522 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:42:43,980 p=70522 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:43,983 p=70522 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:42:44,462 p=70522 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:44,466 p=70522 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:42:44,466 p=70522 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:44,466 p=70522 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:42:44,467 p=70522 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:44,467 p=70522 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:42:44,467 p=70522 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:44,468 p=70522 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:42:44,468 p=70522 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:44,469 p=70522 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:42:44,469 p=70522 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:44,469 p=70522 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:42:44,469 p=70522 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:42:46,997 p=70642 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:42:47,022 p=70642 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:42:47,645 p=70642 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:47,647 p=70642 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:42:47,656 p=70642 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:42:47,659 p=70642 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:42:48,011 p=70642 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:42:48,015 p=70642 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:42:48,019 p=70642 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:42:48,544 p=70642 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:48,547 p=70642 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:42:49,025 p=70642 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:49,028 p=70642 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:42:49,028 p=70642 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:49,029 p=70642 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:42:49,029 p=70642 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:49,030 p=70642 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:42:49,030 p=70642 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:49,030 p=70642 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:42:49,031 p=70642 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:49,031 p=70642 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:42:49,031 p=70642 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:42:49,032 p=70642 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:42:49,032 p=70642 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:42:51,578 p=70750 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:42:51,601 p=70750 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:42:52,272 p=70750 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:42:52,274 p=70750 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:42:52,284 p=70750 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:42:52,287 p=70750 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:43:45,671 p=71022 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:43:45,694 p=71022 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:43:46,351 p=71022 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:46,354 p=71022 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:43:46,364 p=71022 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:43:46,366 p=71022 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:43:46,730 p=71022 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:43:46,735 p=71022 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:43:46,739 p=71022 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:43:47,283 p=71022 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:47,286 p=71022 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:43:47,819 p=71022 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:47,822 p=71022 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:43:47,822 p=71022 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:47,823 p=71022 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:43:47,823 p=71022 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:47,824 p=71022 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:43:47,824 p=71022 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:47,825 p=71022 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:43:47,825 p=71022 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:47,826 p=71022 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
